Date Shipped,ShipFromLocation,ShipToLocation,Distance,Item,Weight,Shipment Cost,Fuel Surcharge,Tarping Charge,Line Haul Pass,Spot Quote,Stop Off Charges
2/22/23,"Atlanta, GA","Seattle, WA",359,Insulation Board,767.84,552.47,28.72,0,448.75,428.21,75
11/14/24,"Savannah, GA","Kansas City, MO",257,Roofing Membrane Roll,560.35,466.81,20.56,100,321.25,301.35,25
12/30/24,"Orlando, FL","Kansas City, MO",1432,Insulation Board,897.66,2029.56,114.56,100,1790,1872.57,25
11/2/24,"Savannah, GA","Minneapolis, MN",861,Fasteners and Plates,100.04,1195.13,68.88,50,1076.25,1174.75,0
12/10/24,"Pittsburgh, PA","Denver, CO",1216,Fasteners and Plates,145.24,1742.28,97.28,100,1520,1530.89,25
2/20/24,"Newark, NJ","Portland, OR",2302,Metal Roofing Coil,2095.88,3136.66,184.16,0,2877.5,2762.89,75
9/4/23,"Columbia, SC","San Diego, CA",1879,Drainage Mat,518.18,2624.07,150.32,50,2348.75,2224.1,75
3/14/24,"Baltimore, MD","Seattle, WA",829,Metal Roofing Coil,2481.92,1177.57,66.32,0,1036.25,1085.41,75
7/22/23,"Richmond, VA","Phoenix, AZ",485,Metal Roofing Coil,2177.97,670.05,38.8,0,606.25,556.89,25
7/3/23,"Providence, RI","Dallas, TX",1966,Roofing Membrane Roll,335.65,2689.78,157.28,0,2457.5,2510.82,75
5/3/23,"Charlotte, NC","St. Louis, MO",680,Drainage Mat,512.81,1029.4,54.4,100,850,809.73,25
2/5/24,"Norfolk, VA","Milwaukee, WI",2210,Roofing Membrane Roll,452.36,2989.3,176.8,0,2762.5,2792.23,50
10/21/23,"Orlando, FL","Minneapolis, MN",1925,Insulation Board,830.11,2685.25,154,100,2406.25,2619.15,25
10/7/23,"Atlanta, GA","Des Moines, IA",1642,Underlayment Roll,254.7,2258.86,131.36,50,2052.5,2051.25,25
9/1/24,"Norfolk, VA","Houston, TX",443,Insulation Board,726.63,639.19,35.44,50,553.75,553.88,0
7/17/23,"Norfolk, VA","Milwaukee, WI",793,Metal Roofing Coil,1881.46,1129.69,63.44,0,991.25,967.58,75
5/25/24,"Buffalo, NY","Milwaukee, WI",333,Drainage Mat,412.99,617.89,26.64,100,416.25,440.4,75
5/24/23,"Savannah, GA","Indianapolis, IN",598,Drainage Mat,527.49,845.34,47.84,0,747.5,676.17,50
8/31/24,"Boston, MA","Denver, CO",2011,Underlayment Roll,308.49,2724.63,160.88,50,2513.75,2584.62,0
7/20/23,"Richmond, VA","Chicago, IL",1512,Drainage Mat,430.07,2135.96,120.96,100,1890,1885.11,25
5/4/23,"Buffalo, NY","Des Moines, IA",437,Metal Roofing Coil,2428.78,631.21,34.96,0,546.25,526.32,50
7/6/23,"Albany, NY","Seattle, WA",1248,Insulation Board,659.47,1734.84,99.84,0,1560,1518.67,75
11/22/23,"Hartford, CT","Salt Lake City, UT",1163,Drainage Mat,391.29,1546.79,93.04,0,1453.75,1375.99,0
4/8/24,"Columbia, SC","Denver, CO",327,Underlayment Roll,264.86,509.91,26.16,0,408.75,444.43,75
12/15/23,"Raleigh, NC","Los Angeles, CA",2051,Fasteners and Plates,115.93,2827.83,164.08,100,2563.75,2635.96,0
10/21/24,"Tampa, FL","Chicago, IL",1283,Fasteners and Plates,52.65,1856.39,102.64,100,1603.75,1492.14,50
2/7/24,"Columbia, SC","Omaha, NE",2153,Drainage Mat,425.78,2938.49,172.24,50,2691.25,2536.1,25
12/12/23,"Charlotte, NC","Salt Lake City, UT",1476,Roofing Membrane Roll,697.95,2063.08,118.08,100,1845,1916.97,0
5/25/24,"Wilmington, DE","Minneapolis, MN",1322,Underlayment Roll,229.1,1783.26,105.76,0,1652.5,1527.37,25
5/27/23,"Hartford, CT","St. Louis, MO",599,Fasteners and Plates,89.81,846.67,47.92,0,748.75,750.16,50
5/28/23,"Jacksonville, FL","Milwaukee, WI",2348,Insulation Board,591.56,3222.84,187.84,100,2935,2771.11,0
12/11/24,"Raleigh, NC","San Diego, CA",323,Metal Roofing Coil,2236.73,529.59,25.84,50,403.75,397.78,50
5/3/24,"Pittsburgh, PA","Omaha, NE",1797,Roofing Membrane Roll,616.84,2440.01,143.76,0,2246.25,2180.77,50
10/1/24,"Orlando, FL","Milwaukee, WI",1749,Underlayment Roll,224.24,2451.17,139.92,100,2186.25,2288.4,25
7/4/24,"Savannah, GA","Kansas City, MO",1406,Metal Roofing Coil,2474.68,1919.98,112.48,50,1757.5,1628.78,0
12/4/23,"Tampa, FL","Kansas City, MO",2111,Roofing Membrane Roll,307.68,2907.63,168.88,100,2638.75,2701.52,0
10/2/24,"Tampa, FL","Phoenix, AZ",441,Insulation Board,504.85,611.53,35.28,0,551.25,603.72,25
4/17/24,"Pittsburgh, PA","Kansas City, MO",871,Insulation Board,525.85,1233.43,69.68,0,1088.75,1003.77,75
5/31/23,"Providence, RI","Minneapolis, MN",2140,Underlayment Roll,293.83,2971.2,171.2,100,2675,2487.34,25
2/19/24,"Newark, NJ","San Antonio, TX",1787,Roofing Membrane Roll,360.02,2426.71,142.96,50,2233.75,2223.04,0
10/25/23,"Baltimore, MD","San Diego, CA",2148,Drainage Mat,445.63,2931.84,171.84,50,2685,2627.22,25
9/2/24,"Jacksonville, FL","St. Louis, MO",304,Underlayment Roll,367.63,404.32,24.32,0,380,392.06,0
9/20/23,"Richmond, VA","St. Louis, MO",771,Drainage Mat,475.25,1050.43,61.68,0,963.75,921.22,25
5/24/23,"Tampa, FL","Omaha, NE",2479,Metal Roofing Coil,1826.9,3347.07,198.32,0,3098.75,3300.25,50
12/12/23,"Baltimore, MD","Detroit, MI",2447,Roofing Membrane Roll,563.74,3329.51,195.76,0,3058.75,3128.45,75
9/15/24,"Savannah, GA","San Diego, CA",1639,Insulation Board,680.25,2254.87,131.12,0,2048.75,2025.51,75
7/25/24,"Albany, NY","Las Vegas, NV",286,Fasteners and Plates,56.25,530.38,22.88,100,357.5,368.87,50
1/2/23,"Hartford, CT","San Antonio, TX",1868,Insulation Board,528.5,2534.44,149.44,0,2335,2282.51,50
10/31/23,"Jacksonville, FL","Portland, OR",1874,Insulation Board,618.61,2642.42,149.92,100,2342.5,2549.72,50
9/11/23,"Columbia, SC","Omaha, NE",1484,Insulation Board,574.08,2048.72,118.72,0,1855,1914.47,75
10/13/24,"Buffalo, NY","Minneapolis, MN",2385,Roofing Membrane Roll,327.49,3297.05,190.8,50,2981.25,2732.39,75
3/28/24,"Norfolk, VA","Phoenix, AZ",1446,Insulation Board,887.14,1973.18,115.68,0,1807.5,1979.57,50
2/6/23,"Norfolk, VA","Portland, OR",2027,Drainage Mat,282.27,2745.91,162.16,50,2533.75,2412.49,0
6/9/23,"Atlanta, GA","Phoenix, AZ",577,Roofing Membrane Roll,557.56,892.41,46.16,100,721.25,655.18,25
1/9/23,"Tampa, FL","Minneapolis, MN",851,Drainage Mat,328.89,1256.83,68.08,100,1063.75,1165.86,25
8/21/23,"Albany, NY","San Antonio, TX",2407,Underlayment Roll,245.8,3376.31,192.56,100,3008.75,3021.25,75
4/9/23,"Buffalo, NY","Chicago, IL",722,Roofing Membrane Roll,562.59,1085.26,57.76,50,902.5,873.31,75
10/20/24,"Buffalo, NY","San Diego, CA",1888,Insulation Board,739.41,2636.04,151.04,100,2360,2383.64,25
7/27/23,"Atlanta, GA","Detroit, MI",2203,Metal Roofing Coil,2229.06,2979.99,176.24,0,2753.75,2850.67,50
5/11/23,"Hartford, CT","Dallas, TX",2369,Insulation Board,854.77,3200.77,189.52,50,2961.25,3175.27,0
2/8/24,"Philadelphia, PA","Seattle, WA",2396,Underlayment Roll,177.53,3211.68,191.68,0,2995,2827.92,25
6/1/23,"Buffalo, NY","Dallas, TX",2485,Drainage Mat,536.8,3480.05,198.8,100,3106.25,2907.82,75
2/23/23,"Tampa, FL","Chicago, IL",797,Metal Roofing Coil,1924.2,1135.01,63.76,50,996.25,1092.82,25
4/30/23,"Albany, NY","Detroit, MI",969,Fasteners and Plates,130.93,1363.77,77.52,0,1211.25,1256.14,75
11/3/24,"Tampa, FL","Omaha, NE",1686,Insulation Board,827.11,2417.38,134.88,100,2107.5,1960.26,75
9/19/24,"Atlanta, GA","Seattle, WA",1924,Insulation Board,793.12,2608.92,153.92,0,2405,2409.02,50
8/9/24,"Tampa, FL","Chicago, IL",222,Metal Roofing Coil,1874.15,370.26,17.76,0,277.5,254.95,75
9/16/24,"Savannah, GA","St. Louis, MO",1334,Metal Roofing Coil,2245.4,1899.22,106.72,50,1667.5,1686.86,75
2/24/24,"Albany, NY","Seattle, WA",1484,Roofing Membrane Roll,398.67,2148.72,118.72,100,1855,2037.46,75
2/26/24,"Charlotte, NC","Milwaukee, WI",2055,Insulation Board,577.58,2783.15,164.4,50,2568.75,2649.7,0
4/14/23,"Baltimore, MD","San Diego, CA",2478,Metal Roofing Coil,2188.56,3395.74,198.24,100,3097.5,2904.23,0
9/11/23,"Hartford, CT","Salt Lake City, UT",1616,Underlayment Roll,212.58,2224.28,129.28,50,2020,2160.61,25
8/15/23,"Providence, RI","Des Moines, IA",2456,Roofing Membrane Roll,314.12,3341.48,196.48,50,3070,2887.32,25
4/22/23,"Wilmington, DE","Indianapolis, IN",1978,Fasteners and Plates,163.8,2805.74,158.24,100,2472.5,2376.37,75
5/24/24,"Orlando, FL","Detroit, MI",897,Underlayment Roll,250.62,1368.01,71.76,100,1121.25,1109.73,75
4/17/24,"Jacksonville, FL","Detroit, MI",1213,Underlayment Roll,334.12,1738.29,97.04,100,1516.25,1406.42,25
4/9/23,"Providence, RI","Seattle, WA",2223,Underlayment Roll,223.79,3081.59,177.84,100,2778.75,2502.66,25
6/2/23,"Norfolk, VA","Phoenix, AZ",387,Drainage Mat,266.75,514.71,30.96,0,483.75,472.88,0
12/4/23,"Boston, MA","Minneapolis, MN",725,Drainage Mat,435.28,1139.25,58,100,906.25,827.38,75
12/6/24,"Baltimore, MD","Houston, TX",361,Roofing Membrane Roll,390.18,580.13,28.88,50,451.25,478.78,50
6/12/23,"Atlanta, GA","Portland, OR",2101,Metal Roofing Coil,1816.05,2894.33,168.08,100,2626.25,2394.38,0
12/20/24,"Atlanta, GA","Los Angeles, CA",1537,Fasteners and Plates,161.89,2169.21,122.96,50,1921.25,1809.76,75
11/11/24,"Orlando, FL","Des Moines, IA",631,Fasteners and Plates,127.59,889.23,50.48,0,788.75,733.14,50
6/10/23,"Buffalo, NY","Seattle, WA",1369,Roofing Membrane Roll,594.2,1970.77,109.52,100,1711.25,1615.63,50
8/2/24,"Buffalo, NY","Detroit, MI",1526,Drainage Mat,520.55,2154.58,122.08,100,1907.5,1996.62,25
2/2/24,"Orlando, FL","Denver, CO",397,Drainage Mat,457.03,653.01,31.76,100,496.25,458.37,25
10/4/23,"Richmond, VA","Minneapolis, MN",2371,Drainage Mat,596.45,3278.43,189.68,100,2963.75,3106,25
5/18/24,"Albany, NY","Phoenix, AZ",1728,Fasteners and Plates,138.17,2348.24,138.24,0,2160,2367.21,50
1/27/24,"Norfolk, VA","Portland, OR",2085,Roofing Membrane Roll,310.48,2848.05,166.8,50,2606.25,2651.33,25
5/15/23,"Charlotte, NC","Minneapolis, MN",2100,Roofing Membrane Roll,507.23,2918,168,100,2625,2856.36,25
7/14/23,"Baltimore, MD","Seattle, WA",1121,Roofing Membrane Roll,641.09,1665.93,89.68,100,1401.25,1366.76,75
2/5/24,"Buffalo, NY","Des Moines, IA",2296,Drainage Mat,274.44,3053.68,183.68,0,2870,2846,0
10/1/24,"Albany, NY","Detroit, MI",1825,Fasteners and Plates,155.9,2502.25,146,50,2281.25,2385.25,25
2/2/23,"Norfolk, VA","Omaha, NE",2061,Drainage Mat,563.76,2816.13,164.88,0,2576.25,2400.5,75
11/18/24,"Buffalo, NY","Indianapolis, IN",1819,Insulation Board,552.54,2444.27,145.52,0,2273.75,2481.4,25
4/4/24,"Wilmington, DE","Portland, OR",817,Fasteners and Plates,92.41,1186.61,65.36,50,1021.25,926.54,50
4/14/24,"Orlando, FL","Denver, CO",469,Underlayment Roll,174.09,698.77,37.52,50,586.25,559.51,25
1/10/24,"Philadelphia, PA","Salt Lake City, UT",404,Drainage Mat,371.55,587.32,32.32,50,505,461.1,0
1/22/23,"Raleigh, NC","Des Moines, IA",1842,Insulation Board,841.24,2499.86,147.36,50,2302.5,2489.66,0
10/31/24,"Newark, NJ","Denver, CO",889,Roofing Membrane Roll,438.37,1207.37,71.12,0,1111.25,1171.67,25
2/7/23,"Albany, NY","Milwaukee, WI",2201,Metal Roofing Coil,2429.88,3077.33,176.08,100,2751.25,3006.23,50
8/18/23,"Pittsburgh, PA","Milwaukee, WI",1649,Metal Roofing Coil,2417.49,2318.17,131.92,50,2061.25,2027.77,75
12/31/23,"Atlanta, GA","St. Louis, MO",364,Underlayment Roll,287.33,534.12,29.12,50,455,498.64,0
7/16/24,"Orlando, FL","Minneapolis, MN",1953,Roofing Membrane Roll,561.67,2647.49,156.24,0,2441.25,2473.15,50
3/13/24,"Albany, NY","Salt Lake City, UT",1052,Drainage Mat,323.48,1399.16,84.16,0,1315,1231.63,0
10/10/23,"Tampa, FL","Denver, CO",1094,Fasteners and Plates,72.69,1530.02,87.52,50,1367.5,1255.05,25
1/27/23,"Columbia, SC","Salt Lake City, UT",792,Insulation Board,724.49,1128.36,63.36,0,990,936.03,75
8/14/23,"Raleigh, NC","Chicago, IL",1904,Roofing Membrane Roll,589.13,2632.32,152.32,100,2380,2478.93,0
10/4/23,"Raleigh, NC","Salt Lake City, UT",1717,Drainage Mat,445.16,2358.61,137.36,50,2146.25,2295.16,25
8/31/24,"Tampa, FL","Detroit, MI",1737,Drainage Mat,266.31,2385.21,138.96,50,2171.25,2323.23,25
10/11/23,"Savannah, GA","Portland, OR",2103,Metal Roofing Coil,1868.29,2921.99,168.24,100,2628.75,2708.12,25
4/25/24,"Orlando, FL","Denver, CO",1517,Insulation Board,616.24,2192.61,121.36,100,1896.25,1880.79,75
3/28/24,"Pittsburgh, PA","Kansas City, MO",1159,Metal Roofing Coil,2355.79,1666.47,92.72,100,1448.75,1556.58,25
10/20/24,"Savannah, GA","San Antonio, TX",2101,Metal Roofing Coil,2031.15,2919.33,168.08,50,2626.25,2373.05,75
5/30/24,"Hartford, CT","Omaha, NE",1949,Fasteners and Plates,181.67,2642.17,155.92,50,2436.25,2308.98,0
6/30/24,"Philadelphia, PA","Phoenix, AZ",1080,Underlayment Roll,268.05,1611.4,86.4,100,1350,1364.18,75
7/11/23,"Columbia, SC","Des Moines, IA",2191,Fasteners and Plates,119.59,2964.03,175.28,0,2738.75,2678.9,50
2/18/23,"Orlando, FL","Seattle, WA",2014,Roofing Membrane Roll,342.19,2728.62,161.12,0,2517.5,2465.83,50
5/26/24,"Pittsburgh, PA","Portland, OR",506,Roofing Membrane Roll,610.24,797.98,40.48,100,632.5,595.03,25
1/17/23,"Buffalo, NY","Omaha, NE",675,Drainage Mat,237.61,897.75,54,0,843.75,856.84,0
6/21/23,"Tampa, FL","Chicago, IL",1104,Metal Roofing Coil,2018.64,1593.32,88.32,100,1380,1296.05,25
8/8/23,"Providence, RI","San Diego, CA",667,Drainage Mat,413.21,987.11,53.36,50,833.75,882.65,50
6/7/23,"Atlanta, GA","Detroit, MI",458,Underlayment Roll,284.04,784.14,36.64,100,572.5,546.96,75
4/21/24,"Newark, NJ","Portland, OR",2467,Fasteners and Plates,126.06,3356.11,197.36,0,3083.75,2795.96,75
2/15/23,"Baltimore, MD","San Diego, CA",2115,Metal Roofing Coil,2425.79,2937.95,169.2,100,2643.75,2544.96,25
1/8/24,"Orlando, FL","Chicago, IL",1981,Drainage Mat,446.12,2809.73,158.48,100,2476.25,2665.64,75
6/1/24,"Charlotte, NC","St. Louis, MO",1352,Drainage Mat,495.89,1898.16,108.16,100,1690,1685.05,0
4/9/23,"Buffalo, NY","San Antonio, TX",468,Drainage Mat,467.17,697.44,37.44,50,585,545.92,25
2/6/23,"Pittsburgh, PA","Salt Lake City, UT",1794,Fasteners and Plates,196.97,2486.02,143.52,100,2242.5,2076.48,0
10/7/23,"Tampa, FL","San Diego, CA",2443,Fasteners and Plates,133.96,3274.19,195.44,0,3053.75,3251,25
12/15/23,"Hartford, CT","Dallas, TX",426,Fasteners and Plates,61.91,566.58,34.08,0,532.5,515.12,0
5/11/24,"Boston, MA","Des Moines, IA",1657,Underlayment Roll,345.72,2328.81,132.56,50,2071.25,2158.34,75
10/29/23,"Charlotte, NC","Denver, CO",1673,Insulation Board,895.23,2325.09,133.84,100,2091.25,2154.69,0
6/30/23,"Jacksonville, FL","Kansas City, MO",1449,Underlayment Roll,207.34,2052.17,115.92,50,1811.25,1930.16,75
8/29/24,"Pittsburgh, PA","Los Angeles, CA",2403,Insulation Board,710.17,3245.99,192.24,50,3003.75,2763.83,0
4/9/23,"Buffalo, NY","Milwaukee, WI",240,Underlayment Roll,226.04,444.2,19.2,100,300,297.02,25
11/30/24,"Tampa, FL","Dallas, TX",1095,Fasteners and Plates,142.07,1581.35,87.6,50,1368.75,1433.92,75
4/26/23,"Hartford, CT","St. Louis, MO",1130,Insulation Board,688.51,1577.9,90.4,0,1412.5,1306.92,75
7/10/23,"Raleigh, NC","Portland, OR",682,Underlayment Roll,131.9,1007.06,54.56,100,852.5,797.07,0
9/10/23,"Savannah, GA","Omaha, NE",2248,Insulation Board,762.11,3139.84,179.84,100,2810,2685.95,50
6/10/23,"Boston, MA","San Diego, CA",641,Underlayment Roll,202.11,902.53,51.28,0,801.25,755.66,50
9/13/23,"Savannah, GA","San Diego, CA",2474,Fasteners and Plates,81.9,3315.42,197.92,0,3092.5,2971.24,25
11/19/23,"Philadelphia, PA","Kansas City, MO",2219,Drainage Mat,503.7,3001.27,177.52,0,2773.75,2921.35,50
5/8/23,"Tampa, FL","Indianapolis, IN",2457,Fasteners and Plates,58.86,3417.81,196.56,100,3071.25,3321.37,50
1/18/23,"Charlotte, NC","St. Louis, MO",1666,Metal Roofing Coil,1800.13,2340.78,133.28,100,2082.5,2036.58,25
7/19/24,"Charlotte, NC","San Antonio, TX",700,Underlayment Roll,238.11,1006,56,50,875,854.07,25
7/23/24,"Raleigh, NC","Chicago, IL",1730,Fasteners and Plates,170.35,2375.9,138.4,0,2162.5,1964.43,75
11/19/23,"Norfolk, VA","San Antonio, TX",1950,Fasteners and Plates,54.08,2693.5,156,50,2437.5,2612.19,50
11/16/24,"Newark, NJ","Dallas, TX",1649,Fasteners and Plates,195.92,2368.17,131.92,100,2061.25,2186.95,75
9/17/24,"Charlotte, NC","Denver, CO",1859,Fasteners and Plates,197.27,2622.47,148.72,100,2323.75,2338.94,50
10/15/23,"Pittsburgh, PA","Kansas City, MO",597,Underlayment Roll,361.83,919.01,47.76,50,746.25,689.57,75
10/24/24,"Savannah, GA","Denver, CO",485,Insulation Board,538.61,720.05,38.8,0,606.25,547.13,75
9/30/24,"Hartford, CT","Indianapolis, IN",1877,Insulation Board,613.53,2596.41,150.16,100,2346.25,2146.46,0
6/4/23,"Tampa, FL","Portland, OR",2469,Metal Roofing Coil,2009.94,3358.77,197.52,0,3086.25,2807.34,75
5/4/24,"Providence, RI","Denver, CO",1821,Roofing Membrane Roll,650.9,2471.93,145.68,0,2276.25,2498.88,50
1/21/24,"Buffalo, NY","San Diego, CA",1285,Drainage Mat,231.59,1784.05,102.8,0,1606.25,1537.27,75
4/14/23,"Baltimore, MD","Salt Lake City, UT",693,Metal Roofing Coil,2207.96,971.69,55.44,50,866.25,878.96,0
1/28/24,"Norfolk, VA","Omaha, NE",1499,Roofing Membrane Roll,325.46,1993.67,119.92,0,1873.75,1910.84,0
9/3/23,"Buffalo, NY","Los Angeles, CA",2128,Metal Roofing Coil,2316.3,3005.24,170.24,100,2660,2835.18,75
6/25/23,"Raleigh, NC","Seattle, WA",1231,Insulation Board,882.33,1712.23,98.48,0,1538.75,1598.59,75
2/8/23,"Columbia, SC","Las Vegas, NV",2421,Fasteners and Plates,97.54,3369.93,193.68,100,3026.25,2806.86,50
4/21/24,"Charlotte, NC","San Diego, CA",605,Underlayment Roll,367.76,879.65,48.4,0,756.25,776.11,75
11/12/24,"Jacksonville, FL","Milwaukee, WI",378,Drainage Mat,515.52,677.74,30.24,100,472.5,473.67,75
6/21/24,"Atlanta, GA","Houston, TX",2323,Roofing Membrane Roll,393.67,3164.59,185.84,0,2903.75,3177.15,75
2/12/24,"Baltimore, MD","Des Moines, IA",1385,Fasteners and Plates,192.58,1942.05,110.8,100,1731.25,1815.59,0
6/8/24,"Providence, RI","San Diego, CA",2461,Fasteners and Plates,90.34,3273.13,196.88,0,3076.25,2770.42,0
5/20/24,"Albany, NY","Dallas, TX",929,Roofing Membrane Roll,489,1410.57,74.32,100,1161.25,1077.65,75
2/5/23,"Orlando, FL","Minneapolis, MN",640,Fasteners and Plates,120.45,901.2,51.2,0,800,795.68,50
11/15/24,"Pittsburgh, PA","Los Angeles, CA",1514,Fasteners and Plates,79.41,2013.62,121.12,0,1892.5,1882.77,0
1/20/23,"Buffalo, NY","Portland, OR",1197,Roofing Membrane Roll,506.63,1617.01,95.76,0,1496.25,1348.92,25
11/17/23,"Baltimore, MD","Omaha, NE",603,Insulation Board,833.33,801.99,48.24,0,753.75,729.46,0
5/26/24,"Albany, NY","Detroit, MI",903,Drainage Mat,375.42,1275.99,72.24,50,1128.75,1105.45,25
2/4/24,"Jacksonville, FL","Minneapolis, MN",2000,Fasteners and Plates,189.76,2660,160,0,2500,2392.28,0
10/15/24,"Buffalo, NY","Phoenix, AZ",382,Fasteners and Plates,67.08,583.06,30.56,0,477.5,432.58,75
4/15/24,"Tampa, FL","Chicago, IL",1106,Roofing Membrane Roll,580.9,1470.98,88.48,0,1382.5,1501.24,0
5/23/23,"Savannah, GA","Milwaukee, WI",218,Insulation Board,657.83,364.94,17.44,0,272.5,284.16,75
4/2/23,"Albany, NY","Detroit, MI",2152,Drainage Mat,469.84,2937.16,172.16,0,2690,2807.51,75
12/20/23,"Buffalo, NY","Los Angeles, CA",719,Drainage Mat,528.48,1006.27,57.52,0,898.75,923.27,50
12/27/24,"Savannah, GA","Minneapolis, MN",926,Metal Roofing Coil,2302.3,1256.58,74.08,0,1157.5,1181.53,25
2/20/23,"Albany, NY","Seattle, WA",1547,Underlayment Roll,177.01,2182.51,123.76,50,1933.75,2049.91,75
10/26/24,"Tampa, FL","Detroit, MI",1974,Roofing Membrane Roll,447.62,2650.42,157.92,0,2467.5,2255.79,25
11/28/24,"Providence, RI","Las Vegas, NV",2288,Roofing Membrane Roll,428.43,3143.04,183.04,100,2860,2810.05,0
7/28/24,"Boston, MA","Des Moines, IA",2042,Insulation Board,771.47,2840.86,163.36,100,2552.5,2602.88,25
7/9/23,"Charlotte, NC","Chicago, IL",1763,Drainage Mat,454.44,2494.79,141.04,100,2203.75,2302.47,50
5/5/23,"Philadelphia, PA","Detroit, MI",1828,Fasteners and Plates,161.15,2506.24,146.24,50,2285,2435.36,25
5/30/23,"Philadelphia, PA","Milwaukee, WI",1304,Insulation Board,556.85,1784.32,104.32,0,1630,1604.58,50
11/10/23,"Charlotte, NC","Denver, CO",2198,Insulation Board,679.54,2998.34,175.84,50,2747.5,2972.87,25
7/23/24,"Raleigh, NC","Salt Lake City, UT",422,Roofing Membrane Roll,523.46,561.26,33.76,0,527.5,551.68,0
12/8/23,"Boston, MA","Dallas, TX",1661,Underlayment Roll,120.22,2359.13,132.88,100,2076.25,2047.15,50
11/1/23,"Columbia, SC","San Antonio, TX",2320,Underlayment Roll,123.28,3110.6,185.6,0,2900,3109.81,25
11/22/24,"Pittsburgh, PA","Houston, TX",2089,Insulation Board,678.57,2953.37,167.12,100,2611.25,2585.2,75
11/12/24,"Tampa, FL","Detroit, MI",2270,Drainage Mat,566.65,3144.1,181.6,100,2837.5,2884.15,25
2/23/23,"Raleigh, NC","Chicago, IL",1341,Fasteners and Plates,105.51,1808.53,107.28,0,1676.25,1684.9,25
3/19/24,"Baltimore, MD","Dallas, TX",206,Roofing Membrane Roll,366.74,273.98,16.48,0,257.5,277.59,0
9/4/24,"Savannah, GA","Portland, OR",2010,Insulation Board,878.66,2698.3,160.8,0,2512.5,2521.16,25
9/21/23,"Baltimore, MD","Indianapolis, IN",1650,Metal Roofing Coil,2245.83,2319.5,132,100,2062.5,1885.83,25
2/22/23,"Pittsburgh, PA","Portland, OR",2029,Metal Roofing Coil,2217.19,2773.57,162.32,0,2536.25,2552.02,75
7/25/24,"Orlando, FL","Las Vegas, NV",1032,Drainage Mat,287.16,1472.56,82.56,100,1290,1338.57,0
9/11/24,"Pittsburgh, PA","Milwaukee, WI",1599,Fasteners and Plates,195.8,2226.67,127.92,100,1998.75,2011.51,0
1/5/23,"Columbia, SC","Chicago, IL",1378,Drainage Mat,353.68,1957.74,110.24,50,1722.5,1560.91,75
4/13/23,"Richmond, VA","St. Louis, MO",2041,Metal Roofing Coil,2089.91,2814.53,163.28,50,2551.25,2681.98,50
7/15/23,"Providence, RI","Portland, OR",2369,Insulation Board,695.14,3225.77,189.52,0,2961.25,2884.49,75
12/16/23,"Providence, RI","San Diego, CA",1931,Drainage Mat,325.59,2618.23,154.48,50,2413.75,2571.47,0
2/16/23,"Baltimore, MD","Omaha, NE",258,Drainage Mat,235.28,443.14,20.64,100,322.5,300.03,0
10/17/24,"Buffalo, NY","Salt Lake City, UT",1501,Metal Roofing Coil,2069.86,1996.33,120.08,0,1876.25,1746.47,0
9/26/23,"Charlotte, NC","Seattle, WA",564,Metal Roofing Coil,2172.58,850.12,45.12,50,705,669.31,50
1/5/24,"Buffalo, NY","St. Louis, MO",1777,Metal Roofing Coil,2108.31,2463.41,142.16,50,2221.25,2114.33,50
9/27/24,"Norfolk, VA","San Diego, CA",540,Underlayment Roll,153.15,768.2,43.2,50,675,698.95,0
4/16/23,"Charlotte, NC","Indianapolis, IN",558,Fasteners and Plates,194.96,892.14,44.64,100,697.5,650.8,50
10/31/24,"Columbia, SC","Portland, OR",1108,Fasteners and Plates,70.88,1648.64,88.64,100,1385,1472.74,75
10/20/24,"Albany, NY","Dallas, TX",2351,Fasteners and Plates,110.27,3201.83,188.08,50,2938.75,2979.53,25
10/18/24,"Norfolk, VA","St. Louis, MO",1198,Underlayment Roll,238.43,1593.34,95.84,0,1497.5,1392.07,0
4/30/23,"Jacksonville, FL","Minneapolis, MN",2411,Metal Roofing Coil,2132.88,3331.63,192.88,50,3013.75,2849.65,75
8/26/24,"Columbia, SC","Phoenix, AZ",2089,Fasteners and Plates,138.95,2928.37,167.12,100,2611.25,2534.72,50
2/27/23,"Orlando, FL","San Diego, CA",1710,Insulation Board,847.99,2349.3,136.8,0,2137.5,2263.28,75
12/12/23,"Norfolk, VA","Las Vegas, NV",1217,Underlayment Roll,240.03,1718.61,97.36,50,1521.25,1414.4,50
4/18/24,"Columbia, SC","Seattle, WA",1971,Fasteners and Plates,126.94,2696.43,157.68,50,2463.75,2507.47,25
4/27/23,"Pittsburgh, PA","Phoenix, AZ",1810,Metal Roofing Coil,2143.99,2457.3,144.8,0,2262.5,2290.88,50
5/7/23,"Orlando, FL","Denver, CO",914,Drainage Mat,354.62,1215.62,73.12,0,1142.5,1111.03,0
1/28/24,"Boston, MA","Des Moines, IA",281,Metal Roofing Coil,2405.9,523.73,22.48,100,351.25,358.42,50
10/2/24,"Philadelphia, PA","Kansas City, MO",564,Roofing Membrane Roll,529.41,850.12,45.12,100,705,662.77,0
2/27/23,"Charlotte, NC","Milwaukee, WI",1080,Roofing Membrane Roll,323.79,1486.4,86.4,0,1350,1456.13,50
9/25/24,"Baltimore, MD","Portland, OR",1546,Roofing Membrane Roll,424.76,2206.18,123.68,100,1932.5,1751.15,50
